user,artist,sex,country
67,red hot chili peppers,f,United States
67,my bloody valentine,f,United States
67,nirvana,f,United States
67,the jesus and mary chain,f,United States
67,buzzcocks,f,United States
67,lcd soundsystem,f,United States
67,the new pornographers,f,United States
67,sublime,f,United States
67,sonic youth,f,United States
67,sufjan stevens,f,United States
67,beastie boys,f,United States
67,creedence clearwater revival,f,United States
69,ghostface,m,United States
69,explosions in the sky,m,United States
69,nas,m,United States
69,deerhoof,m,United States
69,a tribe called quest,m,United States
69,sigur rós,m,United States
69,mf doom,m,United States
69,cocorosie,m,United States
69,broken social scene,m,United States
69,mogwai,m,United States
69,sufjan stevens,m,United States
69,the blood brothers,m,United States
69,joanna newsom,m,United States
69,m83,m,United States
69,gang starr,m,United States
69,mos def,m,United States
69,the notwist,m,United States
69,thursday,m,United States
69,cursive,m,United States
69,boards of canada,m,United States
69,regina spektor,m,United States
69,de la soul,m,United States
69,isis,m,United States
69,cat power,m,United States
69,talib kweli,m,United States
69,the faint,m,United States
69,dashboard confessional,m,United States
69,interpol,m,United States
70,era,m,Mexico
70,avril lavigne,m,Mexico
70,linkin park,m,Mexico
70,hilary duff,m,Mexico
70,the cardigans,m,Mexico
70,the fray,m,Mexico
70,the corrs,m,Mexico
70,lifehouse,m,Mexico
70,paramore,m,Mexico
70,the rasmus,m,Mexico
70,goo goo dolls,m,Mexico
70,snow patrol,m,Mexico
70,the all-american rejects,m,Mexico
70,3 doors down,m,Mexico
70,avenged sevenfold,m,Mexico
70,staind,m,Mexico
70,bon jovi,m,Mexico
70,kt tunstall,m,Mexico
70,u2,m,Mexico
70,pink,m,Mexico
70,coldplay,m,Mexico
70,bryan adams,m,Mexico
70,him,m,Mexico
70,madonna,m,Mexico
70,muse,m,Mexico
70,the cranberries,m,Mexico
70,tenacious d,m,Mexico
70,t.a.t.u.,m,Mexico
70,simple plan,m,Mexico
70,keane,m,Mexico
70,aerosmith,m,Mexico
70,hammerfall,m,Mexico
70,green day,m,Mexico
71,joy division,f,Canada
71,the smiths,f,Canada
71,animal collective,f,Canada
71,air,f,Canada
71,bon iver,f,Canada
71,spoon,f,Canada
71,sufjan stevens,f,Canada
71,radiohead,f,Canada
71,arcade fire,f,Canada
71,josé gonzález,f,Canada
71,belle and sebastian,f,Canada
71,cocorosie,f,Canada
71,bob dylan,f,Canada
71,my bloody valentine,f,Canada
71,the beatles,f,Canada
71,sigur rós,f,Canada
71,the cure,f,Canada
71,johnny cash,f,Canada
71,nouvelle vague,f,Canada
71,of montreal,f,Canada
73,groove armada,m,Estonia
73,nightmares on wax,m,Estonia
73,emilíana torrini,m,Estonia
73,de-phazz,m,Estonia
73,mr. scruff,m,Estonia
73,tosca,m,Estonia
73,koop,m,Estonia
74,in extremo,m,Spain
74,nine inch nails,m,Spain
74,billy talent,m,Spain
74,panic! at the disco,m,Spain
74,the ataris,m,Spain
74,hoobastank,m,Spain
74,disturbed,m,Spain
74,kasabian,m,Spain
74,the used,m,Spain
74,dragonforce,m,Spain
74,muse,m,Spain
74,bloc party,m,Spain
74,the sounds,m,Spain
74,nickelback,m,Spain
74,sirenia,m,Spain
74,she wants revenge,m,Spain
74,nightwish,m,Spain
74,lagwagon,m,Spain
74,the strokes,m,Spain
74,him,m,Spain
74,korpiklaani,m,Spain
75,rise against,m,Germany
75,linkin park,m,Germany
75,benny benassi,m,Germany
75,paramore,m,Germany
75,atb,m,Germany
75,alexisonfire,m,Germany
75,scooter,m,Germany
75,caliban,m,Germany
75,clueso,m,Germany
75,breaking benjamin,m,Germany
75,flyleaf,m,Germany
75,30 seconds to mars,m,Germany
75,daft punk,m,Germany
75,billy talent,m,Germany
76,andrew bird,m,Portugal
76,beirut,m,Portugal
76,eagles of death metal,m,Portugal
76,the black keys,m,Portugal
76,sufjan stevens,m,Portugal
76,the white stripes,m,Portugal
76,ani difranco,m,Portugal
76,architecture in helsinki,m,Portugal
76,final fantasy,m,Portugal
76,the national,m,Portugal
76,pj harvey,m,Portugal
76,bat for lashes,m,Portugal
76,feist,m,Portugal
76,lamb,m,Portugal
76,kate nash,m,Portugal
76,camera obscura,m,Portugal
76,joanna newsom,m,Portugal
76,kings of convenience,m,Portugal
76,nine inch nails,m,Portugal
76,broken social scene,m,Portugal
76,the dresden dolls,m,Portugal
76,tv on the radio,m,Portugal
76,arcade fire,m,Portugal
76,clap your hands say yeah,m,Portugal
76,of montreal,m,Portugal
76,animal collective,m,Portugal
77,finntroll,m,Uruguay
77,alice in chains,m,Uruguay
77,korpiklaani,m,Uruguay
77,fear factory,m,Uruguay
77,[unknown],m,Uruguay
77,rammstein,m,Uruguay
77,cannibal corpse,m,Uruguay
77,behemoth,m,Uruguay
77,immortal,m,Uruguay
77,pantera,m,Uruguay
77,bloodbath,m,Uruguay
77,the beach boys,m,Uruguay
79,finntroll,f,Lithuania
79,haggard,f,Lithuania
79,bloodbath,f,Lithuania
79,lacrimosa,f,Lithuania
79,satyricon,f,Lithuania
79,epica,f,Lithuania
79,ensiferum,f,Lithuania
79,the dresden dolls,f,Lithuania
79,eluveitie,f,Lithuania
79,john williams,f,Lithuania
79,apocalyptica,f,Lithuania
79,amorphis,f,Lithuania
79,korpiklaani,f,Lithuania
79,marilyn manson,f,Lithuania
79,arch enemy,f,Lithuania
79,hans zimmer,f,Lithuania
79,cannibal corpse,f,Lithuania
79,him,f,Lithuania
79,nile,f,Lithuania
79,misfits,f,Lithuania
79,sentenced,f,Lithuania
80,senses fail,m,Czech Republic
80,bullet for my valentine,m,Czech Republic
80,bowling for soup,m,Czech Republic
80,millencolin,m,Czech Republic
80,story of the year,m,Czech Republic
80,good charlotte,m,Czech Republic
80,anberlin,m,Czech Republic
80,alkaline trio,m,Czech Republic
80,simple plan,m,Czech Republic
80,the offspring,m,Czech Republic
80,goldfinger,m,Czech Republic
80,green day,m,Czech Republic
80,pennywise,m,Czech Republic
80,sum 41,m,Czech Republic
80,3 doors down,m,Czech Republic
80,p.o.d.,m,Czech Republic
80,coldplay,m,Czech Republic
80,nirvana,m,Czech Republic
80,nofx,m,Czech Republic
80,blink-182,m,Czech Republic
80,guns n roses,m,Czech Republic
80,44,m,Czech Republic
80,sugarcult,m,Czech Republic
80,hoobastank,m,Czech Republic
80,disturbed,m,Czech Republic
80,u2,m,Czech Republic
80,30 seconds to mars,m,Czech Republic
80,bad religion,m,Czech Republic
81,therion,f,France
81,muse,f,France
81,nightwish,f,France
81,dream theater,f,France
81,loreena mckennitt,f,France
81,era,f,France
81,in flames,f,France
82,p.o.d.,m,Russian Federation
82,chimaira,m,Russian Federation
82,arch enemy,m,Russian Federation
82,scar symmetry,m,Russian Federation
82,slipknot,m,Russian Federation
82,red hot chili peppers,m,Russian Federation
82,soilwork,m,Russian Federation
82,soulfly,m,Russian Federation
82,lamb of god,m,Russian Federation
82,judas priest,m,Russian Federation
82,megadeth,m,Russian Federation
82,trivium,m,Russian Federation
82,devildriver,m,Russian Federation
82,coldplay,m,Russian Federation
82,sonic syndicate,m,Russian Federation
82,gamma ray,m,Russian Federation
82,helloween,m,Russian Federation
82,sepultura,m,Russian Federation
82,edguy,m,Russian Federation
82,nightwish,m,Russian Federation
82,koЯn,m,Russian Federation
82,machine head,m,Russian Federation
82,eagles,m,Russian Federation
82,lordi,m,Russian Federation
83,black eyed peas,m,Poland
83,dido,m,Poland
83,nelly furtado,m,Poland
84,queen,m,Russian Federation
84,radiohead,m,Russian Federation
84,the beatles,m,Russian Federation
84,louis armstrong,m,Russian Federation
84,electric light orchestra,m,Russian Federation
84,vangelis,m,Russian Federation
84,david bowie,m,Russian Federation
84,led zeppelin,m,Russian Federation
84,hans zimmer,m,Russian Federation
84,ennio morricone,m,Russian Federation
84,franz ferdinand,m,Russian Federation
84,deep purple,m,Russian Federation
84,akira yamaoka,m,Russian Federation
84,apocalyptica,m,Russian Federation
84,muse,m,Russian Federation
84,björk,m,Russian Federation
84,charlie parker,m,Russian Federation
84,clint mansell,m,Russian Federation
85,coheed and cambria,m,Sweden
85,infected mushroom,m,Sweden
85,in flames,m,Sweden
85,36 crazyfists,m,Sweden
85,underoath,m,Sweden
85,staind,m,Sweden
85,jedi mind tricks,m,Sweden
85,caliban,m,Sweden
85,muse,m,Sweden
85,rise against,m,Sweden
85,deftones,m,Sweden
85,linkin park,m,Sweden
85,system of a down,m,Sweden
85,the used,m,Sweden
85,fort minor,m,Sweden
85,30 seconds to mars,m,Sweden
85,the mars volta,m,Sweden
85,tool,m,Sweden
85,kings of leon,m,Sweden
85,all that remains,m,Sweden
85,damian marley,m,Sweden
85,breaking benjamin,m,Sweden
85,blink-182,m,Sweden
85,cypress hill,m,Sweden
85,sonic syndicate,m,Sweden
85,devildriver,m,Sweden
85,papa roach,m,Sweden
85,soilwork,m,Sweden
85,limp bizkit,m,Sweden
85,slipknot,m,Sweden
85,ill niño,m,Sweden
85,koЯn,m,Sweden
86,anathema,f,Spain
86,porcupine tree,f,Spain
86,agalloch,f,Spain
88,loreena mckennitt,m,Turkey
88,enya,m,Turkey
88,peter gabriel,m,Turkey
88,the beatles,m,Turkey
89,radiohead,f,Argentina
89,nine inch nails,f,Argentina
89,tortoise,f,Argentina
89,porcupine tree,f,Argentina
91,vangelis,m,United States
91,kraftwerk,m,United States
91,the beach boys,m,United States
91,enigma,m,United States
91,sade,m,United States
92,armin van buuren,m,Ukraine
92,nickelback,m,Ukraine
92,depeche mode,m,Ukraine
92,enigma,m,Ukraine
92,kosheen,m,Ukraine
92,atb,m,Ukraine
92,fort minor,m,Ukraine
92,infected mushroom,m,Ukraine
92,tarja turunen,m,Ukraine
92,backstreet boys,m,Ukraine
92,era,m,Ukraine
92,nelly furtado,m,Ukraine
92,sting,m,Ukraine
92,a-ha,m,Ukraine
92,3 doors down,m,Ukraine
92,enrique iglesias,m,Ukraine
92,muse,m,Ukraine
92,apocalyptica,m,Ukraine
92,paul oakenfold,m,Ukraine
92,rihanna,m,Ukraine
92,scorpions,m,Ukraine
92,avril lavigne,m,Ukraine
92,epica,m,Ukraine
92,kylie minogue,m,Ukraine
92,the pussycat dolls,m,Ukraine
95,metric,m,Austria
95,the dandy warhols,m,Austria
95,ratatat,m,Austria
95,the postal service,m,Austria
95,death from above 1979,m,Austria
95,elbow,m,Austria
95,pink floyd,m,Austria
95,mogwai,m,Austria
95,bonobo,m,Austria
95,the brian jonestown massacre,m,Austria
95,portishead,m,Austria
95,björk,m,Austria
95,lou reed,m,Austria
95,tosca,m,Austria
95,tricky,m,Austria
95,supergrass,m,Austria
95,the beatles,m,Austria
95,santogold,m,Austria
95,animal collective,m,Austria
95,yann tiersen,m,Austria
95,jet,m,Austria
95,parov stelar,m,Austria
95,sneaker pimps,m,Austria
96,the beatles,m,Lithuania
96,jimi hendrix,m,Lithuania
96,frank sinatra,m,Lithuania
96,bob marley & the wailers,m,Lithuania
96,bob marley,m,Lithuania
97,animal collective,m,United States
97,philip glass,m,United States
97,queens of the stone age,m,United States
97,devendra banhart,m,United States
97,the rolling stones,m,United States
97,the brian jonestown massacre,m,United States
97,t. rex,m,United States
97,dinosaur jr.,m,United States
97,bob dylan,m,United States
97,sonic youth,m,United States
97,misfits,m,United States
97,the beatles,m,United States
97,the kinks,m,United States
97,johnny cash,m,United States
97,radiohead,m,United States
97,pixies,m,United States
97,the black keys,m,United States
97,tom waits,m,United States
97,ramones,m,United States
97,joy division,m,United States
97,patrick wolf,m,United States
97,the cure,m,United States
97,captain beefheart & his magic band,m,United States
97,mirah,m,United States
97,talking heads,m,United States
97,iggy pop,m,United States
97,the raveonettes,m,United States
97,creedence clearwater revival,m,United States
97,the flaming lips,m,United States
97,armin van buuren,m,United States
97,black rebel motorcycle club,m,United States
97,modest mouse,m,United States
97,the velvet underground,m,United States
97,david bowie,m,United States
97,the smashing pumpkins,m,United States
97,nick cave and the bad seeds,m,United States
97,marilyn manson,m,United States
97,nirvana,m,United States
97,antony and the johnsons,m,United States
97,r.e.m.,m,United States
98,digitalism,m,Slovakia
98,hot chip,m,Slovakia
98,justice,m,Slovakia
98,chromeo,m,Slovakia
98,crystal castles,m,Slovakia
98,cansei de ser sexy,m,Slovakia
98,lykke li,m,Slovakia
98,simian mobile disco,m,Slovakia
98,late of the pier,m,Slovakia
98,the kills,m,Slovakia
98,klaxons,m,Slovakia
98,santogold,m,Slovakia
98,boys noize,m,Slovakia
98,phoenix,m,Slovakia
98,mgmt,m,Slovakia
98,architecture in helsinki,m,Slovakia
98,m.i.a.,m,Slovakia
98,the whitest boy alive,m,Slovakia
98,justin timberlake,m,Slovakia
98,daft punk,m,Slovakia
98,feist,m,Slovakia
99,guided by voices,f,United States
99,andrew bird,f,United States
99,the national,f,United States
99,iron & wine,f,United States
101,metallica,m,Sweden
101,ramones,m,Sweden
101,bob dylan,m,Sweden
101,neil young,m,Sweden
101,u2,m,Sweden
101,the clash,m,Sweden
101,judas priest,m,Sweden
101,slipknot,m,Sweden
101,pink floyd,m,Sweden
101,the offspring,m,Sweden
101,the beatles,m,Sweden
101,håkan hellström,m,Sweden
101,turbonegro,m,Sweden
101,system of a down,m,Sweden
101,misfits,m,Sweden
103,ac/dc,m,United States
103,slowdive,m,United States
103,the smiths,m,United States
103,minor threat,m,United States
103,jimmy eat world,m,United States
103,turbonegro,m,United States
103,bad brains,m,United States
103,foo fighters,m,United States
103,the hives,m,United States
106,t.i.,f,Sweden
106,john legend,f,Sweden
106,stevie wonder,f,Sweden
106,alicia keys,f,Sweden
106,craig david,f,Sweden
106,james morrison,f,Sweden
106,chris brown,f,Sweden
106,ne-yo,f,Sweden
106,john mayer,f,Sweden
106,chamillionaire,f,Sweden
106,mariah carey,f,Sweden
106,maroon 5,f,Sweden
106,50 cent,f,Sweden
106,lil wayne,f,Sweden
106,akon,f,Sweden
106,gavin degraw,f,Sweden
106,rihanna,f,Sweden
106,usher,f,Sweden
109,nickelback,m,Czech Republic
109,green day,m,Czech Republic
109,2pac,m,Czech Republic
109,pet shop boys,m,Czech Republic
109,pendulum,m,Czech Republic
109,dmx,m,Czech Republic
109,eminem,m,Czech Republic
109,soulfly,m,Czech Republic
109,mobb deep,m,Czech Republic
109,sepultura,m,Czech Republic
109,deathstars,m,Czech Republic
109,moonspell,m,Czech Republic
110,atmosphere,m,Sweden
110,wu-tang clan,m,Sweden
110,notorious b.i.g.,m,Sweden
110,dj shadow,m,Sweden
110,mf doom,m,Sweden
110,a tribe called quest,m,Sweden
110,the roots,m,Sweden
110,massive attack,m,Sweden
110,bonobo,m,Sweden
110,aesop rock,m,Sweden
110,nas,m,Sweden
110,bob marley & the wailers,m,Sweden
110,burial,m,Sweden
110,gentleman,m,Sweden
110,madlib,m,Sweden
110,ratatat,m,Sweden
110,j dilla,m,Sweden
110,the jimi hendrix experience,m,Sweden
110,gang starr,m,Sweden
110,amon tobin,m,Sweden
110,cunninlynguists,m,Sweden
110,public enemy,m,Sweden
110,ghostface,m,Sweden
110,roots manuva,m,Sweden
110,de la soul,m,Sweden
110,jedi mind tricks,m,Sweden
110,jurassic 5,m,Sweden
110,rjd2,m,Sweden
110,talib kweli,m,Sweden
110,the cinematic orchestra,m,Sweden
110,aphex twin,m,Sweden
110,mobb deep,m,Sweden
110,mos def,m,Sweden
110,2pac,m,Sweden
112,frank zappa,m,France
112,cat power,m,France
112,johnny cash,m,France
112,simon & garfunkel,m,France
112,ennio morricone,m,France
112,the beatles,m,France
112,tom waits,m,France
112,serge gainsbourg,m,France
112,dead kennedys,m,France
112,the who,m,France
112,john lennon,m,France
112,elvis presley,m,France
112,portishead,m,France
112,venetian snares,m,France
113,flogging molly,m,Poland
113,rammstein,m,Poland
113,nine inch nails,m,Poland
113,boards of canada,m,Poland
113,johnny cash,m,Poland
113,emilie autumn,m,Poland
113,nouvelle vague,m,Poland
113,the offspring,m,Poland
113,the white stripes,m,Poland
113,rage against the machine,m,Poland
113,the prodigy,m,Poland
113,marilyn manson,m,Poland
113,tool,m,Poland
113,cypress hill,m,Poland
113,guano apes,m,Poland
113,shpongle,m,Poland
113,depeche mode,m,Poland
113,primus,m,Poland
113,electric six,m,Poland
113,muse,m,Poland
113,dropkick murphys,m,Poland
113,a perfect circle,m,Poland
114,blonde redhead,f,United Kingdom
114,beirut,f,United Kingdom
114,the sisters of mercy,f,United Kingdom
114,gotan project,f,United Kingdom
114,four tet,f,United Kingdom
114,the velvet underground,f,United Kingdom
114,clap your hands say yeah,f,United Kingdom
114,boards of canada,f,United Kingdom
114,the jesus and mary chain,f,United Kingdom
116,cunninlynguists,m,Lithuania
116,ferry corsten,m,Lithuania
116,2pac,m,Lithuania
116,gnarls barkley,m,Lithuania
116,atb,m,Lithuania
116,faithless,m,Lithuania
116,david guetta,m,Lithuania
116,koЯn,m,Lithuania
116,paul van dyk,m,Lithuania
116,talib kweli,m,Lithuania
116,dmx,m,Lithuania
116,the game,m,Lithuania
116,depeche mode,m,Lithuania
116,justin timberlake,m,Lithuania
116,calvin harris,m,Lithuania
116,system of a down,m,Lithuania
116,robbie williams,m,Lithuania
116,notorious b.i.g.,m,Lithuania
116,snoop dogg,m,Lithuania
116,john legend,m,Lithuania
116,armin van buuren,m,Lithuania
116,dr. dre,m,Lithuania
116,jay-z,m,Lithuania
116,red hot chili peppers,m,Lithuania
116,limp bizkit,m,Lithuania
116,nickelback,m,Lithuania
116,groove armada,m,Lithuania
116,moby,m,Lithuania
116,the roots,m,Lithuania
116,t.i.,m,Lithuania
117,dream theater,m,United Kingdom
117,nine inch nails,m,United Kingdom
117,the prodigy,m,United Kingdom
117,pink floyd,m,United Kingdom
117,the rolling stones,m,United Kingdom
117,pendulum,m,United Kingdom
117,red hot chili peppers,m,United Kingdom
117,miles davis,m,United Kingdom
117,motörhead,m,United Kingdom
117,rush,m,United Kingdom
117,akon,m,United Kingdom
117,the chemical brothers,m,United Kingdom
117,snow patrol,m,United Kingdom
117,santana,m,United Kingdom
117,eminem,m,United Kingdom
117,m83,m,United Kingdom
117,mike oldfield,m,United Kingdom
117,metallica,m,United Kingdom
117,reel big fish,m,United Kingdom
117,mindless self indulgence,m,United Kingdom
117,foo fighters,m,United Kingdom
117,basshunter,m,United Kingdom
117,scooter,m,United Kingdom
119,ramones,f,United Kingdom
119,siouxsie and the banshees,f,United Kingdom
119,mötley crüe,f,United Kingdom
119,iamx,f,United Kingdom
119,joy division,f,United Kingdom
119,cansei de ser sexy,f,United Kingdom
119,blur,f,United Kingdom
119,blondie,f,United Kingdom
119,the kinks,f,United Kingdom
119,lily allen,f,United Kingdom
119,david bowie,f,United Kingdom
119,mindless self indulgence,f,United Kingdom
119,sex pistols,f,United Kingdom
120,minus the bear,f,United States
120,say anything,f,United States
120,death cab for cutie,f,United States
120,circa survive,f,United States
120,the offspring,f,United States
120,blink-182,f,United States
120,bob marley,f,United States
120,snoop dogg,f,United States
121,ulver,f,Lithuania
121,tom waits,f,Lithuania
121,boards of canada,f,Lithuania
121,morphine,f,Lithuania
121,king crimson,f,Lithuania
121,moby,f,Lithuania
121,depeche mode,f,Lithuania
121,the future sound of london,f,Lithuania
121,agalloch,f,Lithuania
121,joy division,f,Lithuania
123,therion,m,Spain
123,moonspell,m,Spain
123,lacuna coil,m,Spain
123,nile,m,Spain
123,rammstein,m,Spain
123,the haunted,m,Spain
123,queens of the stone age,m,Spain
123,cannibal corpse,m,Spain
123,dimmu borgir,m,Spain
123,dark tranquillity,m,Spain
123,lacrimosa,m,Spain
123,nofx,m,Spain
123,the gathering,m,Spain
123,chris cornell,m,Spain
123,the black keys,m,Spain
124,opeth,m,Brazil
124,amorphis,m,Brazil
124,iced earth,m,Brazil
124,scar symmetry,m,Brazil
124,katatonia,m,Brazil
124,megadeth,m,Brazil
124,therion,m,Brazil
124,in flames,m,Brazil
124,ulver,m,Brazil
124,anathema,m,Brazil
124,moonspell,m,Brazil
124,samael,m,Brazil
124,dark tranquillity,m,Brazil
124,paradise lost,m,Brazil
124,kreator,m,Brazil
124,pain of salvation,m,Brazil
124,amon amarth,m,Brazil
124,hypocrisy,m,Brazil
124,tiamat,m,Brazil
124,ayreon,m,Brazil
124,gamma ray,m,Brazil
124,iron maiden,m,Brazil
124,the gathering,m,Brazil
124,sodom,m,Brazil
124,sonata arctica,m,Brazil
124,pain,m,Brazil
124,arch enemy,m,Brazil
124,carcass,m,Brazil
124,judas priest,m,Brazil
124,kamelot,m,Brazil
126,ladytron,m,Sweden
126,depeche mode,m,Sweden
126,vnv nation,m,Sweden
126,linkin park,m,Sweden
126,mindless self indulgence,m,Sweden
126,the birthday massacre,m,Sweden
126,combichrist,m,Sweden
126,skinny puppy,m,Sweden
126,rammstein,m,Sweden
126,manowar,m,Sweden
126,cut copy,m,Sweden
126,soilwork,m,Sweden
126,the cardigans,m,Sweden
127,the national,f,Belgium
127,cat power,f,Belgium
127,pj harvey,f,Belgium
127,joy division,f,Belgium
127,david bowie,f,Belgium
127,eels,f,Belgium
127,bon iver,f,Belgium
127,death cab for cutie,f,Belgium
127,johnny cash,f,Belgium
127,kings of leon,f,Belgium
127,amy winehouse,f,Belgium
127,the cure,f,Belgium
127,ladytron,f,Belgium
127,the notwist,f,Belgium
127,fleet foxes,f,Belgium
127,eddie vedder,f,Belgium
127,tom waits,f,Belgium
127,the last shadow puppets,f,Belgium
127,beck,f,Belgium
127,depeche mode,f,Belgium
127,deus,f,Belgium
127,band of horses,f,Belgium
127,adam green,f,Belgium
127,goldfrapp,f,Belgium
127,elliott smith,f,Belgium
127,beirut,f,Belgium
127,the killers,f,Belgium
127,the raveonettes,f,Belgium
127,otis redding,f,Belgium
127,r.e.m.,f,Belgium
127,editors,f,Belgium
127,mgmt,f,Belgium
127,blonde redhead,f,Belgium
128,okkervil river,m,Austria
128,mogwai,m,Austria
128,venetian snares,m,Austria
128,autechre,m,Austria
128,battles,m,Austria
128,explosions in the sky,m,Austria
128,the jesus and mary chain,m,Austria
128,neutral milk hotel,m,Austria
128,mono,m,Austria
128,modest mouse,m,Austria
128,broken social scene,m,Austria
128,four tet,m,Austria
128,pixies,m,Austria
128,my bloody valentine,m,Austria
128,the national,m,Austria
128,the knife,m,Austria
128,of montreal,m,Austria
128,the velvet underground,m,Austria
128,sonic youth,m,Austria
128,pavement,m,Austria
128,slowdive,m,Austria
128,the album leaf,m,Austria
128,the stone roses,m,Austria
128,arcade fire,m,Austria
128,girl talk,m,Austria
128,radiohead,m,Austria
128,cat power,m,Austria
128,john frusciante,m,Austria
128,the flashbulb,m,Austria
129,adele,f,Poland
129,placebo,f,Poland
129,tricky,f,Poland
129,röyksopp,f,Poland
129,amy winehouse,f,Poland
129,manu chao,f,Poland
129,kings of leon,f,Poland
129,mgmt,f,Poland
129,shout out louds,f,Poland
129,alanis morissette,f,Poland
129,morcheeba,f,Poland
129,vampire weekend,f,Poland
129,moloko,f,Poland
129,basement jaxx,f,Poland
129,lamb,f,Poland
129,faithless,f,Poland
129,hey,f,Poland
129,jamiroquai,f,Poland
129,goldfrapp,f,Poland
129,air,f,Poland
129,hooverphonic,f,Poland
129,portishead,f,Poland
129,nelly furtado,f,Poland
129,aerosmith,f,Poland
129,m83,f,Poland
129,pidżama porno,f,Poland
129,pj harvey,f,Poland
129,erykah badu,f,Poland
129,michael jackson,f,Poland
129,the chemical brothers,f,Poland
129,damien rice,f,Poland
129,doves,f,Poland
129,elvis presley,f,Poland
129,franz ferdinand,f,Poland
129,akurat,f,Poland
129,phoenix,f,Poland
129,pink floyd,f,Poland
129,bat for lashes,f,Poland
129,bloc party,f,Poland
129,the offspring,f,Poland
130,ska-p,m,Germany
130,cradle of filth,m,Germany
130,tori amos,m,Germany
130,tiamat,m,Germany
130,roxette,m,Germany
130,shakira,m,Germany
130,sodom,m,Germany
131,bon iver,m,United States
131,boards of canada,m,United States
131,explosions in the sky,m,United States
131,bright eyes,m,United States
131,nick drake,m,United States
131,godspeed you! black emperor,m,United States
131,low,m,United States
131,sigur rós,m,United States
131,bonnie prince billy,m,United States
131,the mountain goats,m,United States
131,madlib,m,United States
131,max richter,m,United States
132,the beatles,m,United States
132,led zeppelin,m,United States
132,u2,m,United States
132,jimi hendrix,m,United States
132,david bowie,m,United States
132,t. rex,m,United States
132,the strokes,m,United States
132,the white stripes,m,United States
132,paul simon,m,United States
132,the jimi hendrix experience,m,United States
132,the raconteurs,m,United States
132,the rolling stones,m,United States
132,the clash,m,United States
132,the who,m,United States
132,the velvet underground,m,United States
132,johnny cash,m,United States
132,simon & garfunkel,m,United States
132,the doors,m,United States
132,beastie boys,m,United States
132,the beach boys,m,United States
132,queen,m,United States
132,rush,m,United States
132,van halen,m,United States
132,ac/dc,m,United States
132,pink floyd,m,United States
132,abba,m,United States
132,elton john,m,United States
132,eric clapton,m,United States
132,billy joel,m,United States
132,bruce springsteen,m,United States
132,tom petty and the heartbreakers,m,United States
132,electric light orchestra,m,United States
132,john lennon,m,United States
132,prince,m,United States
132,creedence clearwater revival,m,United States
133,the beatles,m,United States
133,aphex twin,m,United States
133,john lennon,m,United States
133,sonic youth,m,United States
133,john frusciante,m,United States
133,serge gainsbourg,m,United States
133,prince,m,United States
133,bob dylan,m,United States
133,the beach boys,m,United States
134,avenged sevenfold,f,Romania
134,nightwish,f,Romania
134,metallica,f,Romania
134,30 seconds to mars,f,Romania
134,sabaton,f,Romania
134,anberlin,f,Romania
134,ensiferum,f,Romania
134,morcheeba,f,Romania
134,system of a down,f,Romania
134,staind,f,Romania
134,the killers,f,Romania
134,p.o.d.,f,Romania
134,paramore,f,Romania
134,rammstein,f,Romania
134,kaiser chiefs,f,Romania
134,in flames,f,Romania
134,3 doors down,f,Romania
134,koЯn,f,Romania
134,snow patrol,f,Romania
134,tarja turunen,f,Romania
134,hans zimmer,f,Romania
134,robbie williams,f,Romania
134,travis,f,Romania
134,muse,f,Romania
134,fear factory,f,Romania
134,keane,f,Romania
134,coldplay,f,Romania
134,switchfoot,f,Romania
134,band of horses,f,Romania
134,after forever,f,Romania
134,disturbed,f,Romania
134,epica,f,Romania
134,my dying bride,f,Romania
134,lady gaga,f,Romania
134,riverside,f,Romania
136,kings of convenience,f,Brazil
136,oasis,f,Brazil
136,röyksopp,f,Brazil
136,st. germain,f,Brazil
136,morphine,f,Brazil
136,rjd2,f,Brazil
136,the libertines,f,Brazil
136,portishead,f,Brazil
136,cut copy,f,Brazil
136,madonna,f,Brazil
136,the beatles,f,Brazil
136,the rapture,f,Brazil
136,dj shadow,f,Brazil
136,beirut,f,Brazil
136,of montreal,f,Brazil
136,air,f,Brazil
136,the presets,f,Brazil
138,rise against,m,Sweden
138,anti-flag,m,Sweden
138,papa roach,m,Sweden
138,dope,m,Sweden
138,bullet for my valentine,m,Sweden
138,linkin park,m,Sweden
138,rage against the machine,m,Sweden
138,afi,m,Sweden
138,breaking benjamin,m,Sweden
138,nofx,m,Sweden
138,the offspring,m,Sweden
138,50 cent,m,Sweden
138,three days grace,m,Sweden
138,bad religion,m,Sweden
138,disturbed,m,Sweden
138,slipknot,m,Sweden
138,akon,m,Sweden
138,ill niño,m,Sweden
138,yellowcard,m,Sweden
138,p.o.d.,m,Sweden
138,elton john,m,Sweden
138,billy talent,m,Sweden
138,dropkick murphys,m,Sweden
138,johnny cash,m,Sweden
140,blank & jones,m,Poland
140,o.s.t.r.,m,Poland
140,armin van buuren,m,Poland
140,atb,m,Poland
140,scooter,m,Poland
140,ferry corsten,m,Poland
141,ill niño,m,Germany
141,heaven shall burn,m,Germany
141,as i lay dying,m,Germany
141,all that remains,m,Germany
141,in flames,m,Germany
141,parkway drive,m,Germany
141,avenged sevenfold,m,Germany
141,chimaira,m,Germany
141,bullet for my valentine,m,Germany
141,bob marley,m,Germany
141,cypress hill,m,Germany
141,slipknot,m,Germany
141,iced earth,m,Germany
141,soilwork,m,Germany
